"Product sold","Nb of reviews","Total Votes","Helpful votes","Nb of 5 star reviews","% of 5 star review","5 star reviews paid","5 star reviews unpaid","5 star reviews paid on verified purchase"
"Citizen Men's CC1055-53E Satellite Wave Air Titanium Eco-Drive Watch",3,98,89,3,100,0,3,0
"Citizen Men's Eco-Drive Leather Strap with Champagne Dial Watch",4,122,113,3,0,0,3,0
"Citizen Men's Eco-Drive Stainless Steel Watch with Black Leather Strap",7,300,266,3,0,0,3,0
"Citizen Men's Eco-Drive Titanium WR100 Watch",5,203,189,3,0,0,3,0
"Citizen Men's JR3060-59F Eco-Drive Titanium Skyhawk Chronograph Watch",5,199,181,3,0,0,3,0
"Citizen Men's JY0000-53E ""Skyhawk A-T"" Eco-Drive Watch",4,167,139,3,0,0,3,0
"Citizen Women's EW1670-59D ""Silhouette"" Stainless Steel Eco-Drive Watch",3,106,103,3,100,0,3,0
"Citizen Women's EW1676-52D Silhouette Sport Eco Drive Two-Tone Stainless Steel Watch",3,93,89,3,100,0,3,0
"CredDeal Steampunk Pocket Watch Pendant Roman Number Half Hunter - Antiqued Silver Black With Gift Box PW039",4,229,223,3,0,0,3,0
"Diplomat Economy Single Watch Winder With Smart Timer Control",5,214,193,3,0,0,3,0
"Disney's Frozen Elsa & Anna Singing Watch - Let it GO!",4,128,117,3,0,0,3,0
"Fossil FS4735 Grant Brown Leather Watch",5,138,124,3,0,0,3,0
"Fossil Riley",3,81,77,3,100,0,3,0
"Fossil Women's ES2362 Stainless Steel Bracelet Silver Glitz Analog Dial Watch",3,79,78,3,100,0,3,0
"Geneva Platinum CZ Accented Silicon Link Watch, Large Face",4,232,202,3,0,0,3,0
"Gerald Genta Arena Tourbillon Men's Automatic Watch ATR-Y-75-913-CN-BD",4,375,270,3,0,0,3,0
"G-Shock AWGM100-1ACR Men's Tough Solar Atomic Black Resin Sport Watch",4,154,147,3,0,0,3,0
"G-Shock DW6900-1V Men's Black Resin Sport Watch",6,231,195,3,0,0,3,0
"G-Shock G2310R-1 Men's Solar Black Resin Sport Watch",4,134,118,3,0,0,3,0
"G-Shock GD-120 Military Black Sports Stylish Watch - Black / One Size",3,117,109,3,100,0,3,0
"G-Shock GD350-8 Men's Grey Resin Sport Watch",3,113,104,3,100,0,3,0
"G-SHOCK Men's GA-100 Limited Edition Watch",3,166,152,3,100,0,3,0
"G-SHOCK Men's The G-Aviation Atomic Timekeeping",3,144,135,3,100,0,3,0
"G-Shock Rescue Concept Casual Digital Watch",5,381,352,3,0,0,3,0
"GUESS Women's U85110L1 Dazzling Sporty Mid-Size Gold-Tone Watch",3,78,76,3,100,0,3,0
"Hamilton Men's HML-H69419363 Khaki Field Green Strap Analog Hand wind Stainless Steel Watch",4,250,230,3,0,0,3,0
"Invicta Men's 14330 Specialty 18k Yellow Gold-Plated Watch with Three Interchangeable Leather Bands",3,109,107,3,100,2,1,0
"Invicta Men's 3644 Speedway Collection Cougar Chronograph Watch",3,135,126,3,100,0,3,0
"Invicta Men's 8935 Pro Diver Collection Two-Tone Stainless Steel Watch with Link Bracelet",6,422,390,3,0,0,3,0
"Invicta Men's 9094 Pro Diver Collection Stainless Steel Automatic Dress Watch with Link Bracelet",6,290,263,3,0,0,3,0
"Invicta Men's 9211 Speedway Collection Stainless Steel Chronograph Watch with Link Bracelet",8,694,630,3,0,0,3,0
"Invicta Men's F0003 Reserve Collection Venom Chronograph Gunmetal Ion-Plated Watch",5,174,157,3,0,0,3,0
"Invicta Men's Pro Diver Japanese Automatic Watch",4,188,175,3,0,0,3,0
"Invicta Swiss Automatic Pro Diver 9937",3,388,381,3,100,0,3,0
"Invicta Watch Sizing Tool",7,492,471,3,0,0,3,0
"Invicta Women's 0133 Wildflower Collection 18k Gold-Plated and Stainless Steel Watch",3,117,113,3,100,0,3,0
"Invicta Women's 0489 Angel Collection Cubic Zirconia-Accented Watch With Black PU Band",3,116,115,3,100,0,3,0
"Invicta Women's 12544 Analog Display Angel Diamond-Accented Pink Leather Watch with Interchangeable Straps",4,157,148,3,0,0,3,0
"Jechin Classic Pocket Watch, Hunter Case, 14'' Chain, Comes in Silk-Lined Gift Box",4,157,151,3,0,0,3,0
"Jechin Men's Luxury Quarzt Analog Gold Stainless Steel Watch with Crystal Accented Bezel",3,131,121,3,100,0,3,0
"MARATHON WW194006 GSAR Swiss Made Military Issue Diver's Automatic Watch Sterile Dial with Tritium",4,165,156,3,0,0,3,0
"Master of G Mudman Tough Watch",5,357,312,3,0,0,3,0
"Men's Casio G-Shock Classic Black and Gold X-Large Ana-Digi Watch",3,133,120,3,100,0,3,0
"Michael Kors Men's Rose Goldtone Dylan Watch With Navy Silicone Strap",4,100,99,3,0,0,3,0
"Michael Kors Watches Men's Rose Gold Oversize Runway Watch",4,131,118,3,0,0,3,0
"Michael Kors Women's Blair Silver-Tone Watch MK5165",4,182,158,3,0,0,3,0
"Michael Kors Womens MK5057 - Ritz Chronograph",4,139,131,3,0,0,3,0
"Michael Kors Womens MK5661 - Uptown Glam Runway",3,75,69,3,100,0,3,0
"Michael Kors Womens Parker Watch MK5538",4,168,146,3,0,0,3,0
"Michael Kors Women's Runway Rose Gold-Tone Watch MK3197",4,165,155,3,0,0,3,0
"Nautica Men's N14536 NST Stainless Steel Watch with Black Resin Band",3,96,88,3,100,0,3,0
"[Newly Upgraded] Versa Automatic Double Watch Winder in Black",8,537,488,3,0,0,3,0
"Omega Men's 2221.80.00 Seamaster 300M Quartz ""James Bond"" Blue Dial Watch",3,179,169,3,100,0,3,0
"Omega Speedmaster",3,195,188,3,100,0,3,0
"Paylak TSA9007 Watch Repair Tool Kit with Battery Changing, Watch Opening, Band Sizing and Storage Case",3,114,110,3,100,0,3,0
"Plastic Watch Crystal Scratch Remover Polish Tool",3,99,94,3,100,0,3,0
"PromiseU Leather Bracelet Woman Rhinestone Rivet Chain Quartz Wrist Watch",9,738,651,3,0,0,3,0
"PromiseU Women's Silicone Band Jelly Gel Quartz Wrist Watch",3,114,107,3,100,0,3,0
"Pro Trek Men's PAS400B-5V",3,163,153,3,100,0,3,0
"Replacement Black Polyurethane Link Bracelet Band 22mm for Luminox 3000 and 3900 Series Watches",4,197,190,3,0,0,3,0
"Ritche 22mm Black Stainless Steel Bracelet Watch Band Strap Pebble Time/Pebble Classic",8,351,311,3,0,0,3,0
"Rolex Mens Submariner 16610 Watch",5,655,563,3,0,0,3,0
"Rolex Submariner Stainless Steel Yellow Gold Watch Blue Ceramic 116613 Box/Papers 2016",3,124,104,3,100,0,3,0
"Rolex Yacht-Master II Mens Watch 116689",6,534,403,3,0,0,3,0
"SE 88 Watch Wrench, Adjustable In Box",3,405,389,3,100,0,3,0
"Seiko 5 Blue Dial Stainless Steel Automatic Mens Watch SNZF15",4,192,175,3,0,0,3,0
"Seiko 5 Men's SNK793 Automatic Stainless Steel Watch with Blue Dial",3,250,235,3,100,0,3,0
"Seiko Divers Automatic Deep Blue Dial Mens Watch SKX009K1",4,121,106,3,0,0,3,0
"Seiko Mantel Chime with Pendulum Clock Brown Alder Case Ornamental Dial",4,115,105,3,0,0,3,0
"Seiko Men's Beige Nylon Strap Solar Dress Watch",4,291,282,3,0,0,3,0
"Seiko Men's SGF204 Stainless Steel Two-Tone Watch",3,149,144,3,100,0,3,0
"Seiko Men's Silvertone White Dial Solar RailRoad Watch",4,179,158,3,0,0,3,0
"Seiko Men's SKP332 Dress Brown Leather Strap Watch",3,93,89,3,100,0,3,0
"Seiko Men's SKX175 Stainless Steel Automatic Dive Watch",4,186,177,3,0,0,3,0
"Seiko Men's SKX779 ""Black Monster"" Automatic Dive Stainless steel Watch",4,279,259,3,0,0,3,0
"Seiko Men's SNDC87P2 Leather Synthetic Analog with White Dial Watch",3,96,90,3,100,0,3,0
"Seiko Men's SNE107 Stainless Steel Watch with Link Bracelet",5,299,283,3,0,0,3,0
"Seiko Men's SNK803 Seiko 5 Automatic Watch with Beige Canvas Strap",7,771,728,3,0,0,3,0
"Seiko Men's SRP307 Classic Automatic Stainless Steel Dive Watch",4,178,163,3,0,0,3,0
"Seiko Men's SSC013 White Dial Watch",3,103,99,3,100,0,3,0
"Seiko Men's SSC231 Sport Solar Stainless Steel Watch",3,111,108,3,100,0,3,0
"Seiko Men's Stainless Steel Solar Watch",4,169,160,3,0,0,3,0
"Seiko Men's Two-Tone Charcoal Dial Solar Calendar Watch",5,149,143,3,0,0,3,0
"Seiko Men's Two-Tone Kinetic Dress Watch",5,245,233,3,0,0,3,0
"Seiko Men's Two-Tone White Dial Solar Calendar Watch",4,148,133,3,0,0,3,0
"Seiko Men's Yellow Dial Automatic Divers Watch",3,112,104,3,100,0,3,0
"Seiko Mission Pendulum Wall Clock - 12.5-in. Wide",3,109,105,3,100,0,3,0
"Seiko Prospex Marine Masterprofessional Sbdx001 Japan Product",3,89,86,3,100,0,3,0
"Seiko SKX007J1 Analog Japanese-Automatic  Black Rubber Diver's Watch",3,114,103,3,100,0,3,0
"Seiko Women's SUP176 Swarovski Crystal-Accented Stainless Steel Solar Watch",4,173,167,3,0,0,3,0
"Seiko Women's SUT020 ""Dress"" Two-Tone Stainless Steel Solar Watch",4,117,111,3,0,0,3,0
"Single Watch Winder",3,69,66,3,100,0,3,0
"Skagen Men's 233LTMN Titanium Black Mesh Watch",6,387,336,3,0,0,3,0
"Skagen Men's 233LTTN Blue Face Titanium Mesh Bracelet Watch",3,94,84,3,100,0,3,0
"Skagen Men's 809XLTTM Carbon Fiber Dial Titanium Watch",4,181,170,3,0,0,3,0
"Skagen Men's Titanium Watch with Orange Accents",3,85,80,3,100,0,3,0
"TAG Heuer Men's Aquaracer Stainless Steel Watch (WAN2111.BA0822)",4,168,127,3,0,0,3,0
"Timex Boys Time Machines Analog Elastic Fabric Strap Watch",3,156,148,3,100,0,3,0
"Timex Cavatina Watch",4,183,181,3,0,0,3,0
"Timex Essex Avenue Watch",4,113,111,3,0,0,3,0
"Timex Expedition Camper Watch",3,122,115,3,100,0,3,0
"Timex Expedition Vibrate Alert Watch - Full Size - Black",8,614,550,3,0,0,3,0
"Timex Ironman Classic 30 Oversized Watch",4,150,138,3,0,0,3,0
"Timex Ironman Sleek 250-Lap Sport Watch",8,400,358,3,0,0,3,0
"Timex Men's Classic Digital Watch",6,242,226,3,0,0,3,0
"Timex Men's Expedition Field Chronograph Watch",7,779,729,3,0,0,3,0
"Timex Men's Expedition Full-Size Classic Digital Chrono Alarm Timer Watch",4,182,164,3,0,0,3,0
"Timex Men's T498269J Expedition Metal Field Watch",5,166,154,3,0,0,3,0
"Timex Men's T5J571 1440 Sport Watch with Blue Band",6,245,234,3,0,0,3,0
"Timex Men's T5K086 1440 Sport Watch with Black Band",6,375,334,3,0,0,3,0
"Timex Rugged Field Metal Watch",3,184,178,3,100,0,3,0
"Timex  T41711Analog Quartz Camper  Green Watch",5,248,225,3,0,0,3,0
"Timex Triathlon Digital Heart Rate Monitor Watch",3,158,154,3,100,0,3,0
"Timex Women's Easy Reader Leather Strap Watch",6,163,163,3,0,0,3,0
"Timex Women's T26301 ""Elevated Classics"" Two-Tone Expansion Band Watch",3,112,111,3,100,0,3,0
"Timex Women's T2H391  Indiglo Leather Strap Watch, White/Silver-Tone",5,193,184,3,0,0,3,0
"Timex Women's T47042 Expedition Metal Field Olive/Brown Leather Strap Watch",3,105,100,3,100,0,3,0
"Tissot Men's T0444302105100 PRS 516 Stainless Steel Watch",3,142,133,3,100,0,3,0
"Tommy Hilfiger Men's 1790874 Gold-Tone Watch with Brown Leather Band",3,112,104,3,100,0,3,0
"Touch Screen Led Watch Cheap Price Ultra-thin Plastic Candy Color Black Color",4,350,318,3,0,0,3,0
"Ulysse Nardin El Toro Men's Black Rubber Strap Automatic Perpetual Calendar Rose Gold Watch 326-03-3",4,225,187,3,0,0,3,0
"[Upgrades]CHIYODA Single Watch Winder with Quiet Motor-12 Rotation Modes",3,217,209,3,100,0,3,0
"U.S. Polo Assn. Sport Men's US9061 Watch with Black Rubber Strap Watch",10,630,566,3,0,0,3,0
"Watch Case Press with Nylon Dies",3,82,78,3,100,0,3,0
"Women Geneva Rhinestone Leather Band Quartz Wrist Watch",7,494,415,3,0,0,3,0
"16 PCS Watch Tool Kit",3,106,94,2,0,0,2,0
"22mm SUPER Engineer Type II 316L Stainless Steel Straight End Watch Bracelet",2,47,45,2,100,0,2,0
"26"" Schwinn Sidewinder Men's Mountain Bike, Matte Black/Green",2,50,45,2,100,0,2,0
"2 PACK Geneva Silver and Gold Plated Classic Round CZ Ladies Boyfriend Watch",3,114,103,2,0,0,2,0
"Anne Klein Women's 10-7127SVSV Stainless Steel Swarovski Crystal-Accented Watch",2,58,58,2,100,0,2,0
"Anne Klein Women's 109168WTWT Gold-Tone and White Leather Strap Watch",3,85,81,2,0,0,2,0
"Anne Klein Women's 109179WTWT Stainless Steel Swarovski Crystal-Accented Watch",2,50,45,2,100,0,2,0
"Anne Klein Women's 109652CHTO Gold-Tone Tortoise Shell Plastic Bracelet Watch",2,61,61,2,100,0,2,0
"Anne Klein Women's Rose Goldtone Oversized Dial Strap Watch",2,70,68,2,100,0,2,0
"Armitron Sport Men's 40/8254 Digital Chronograph Resin Strap Watch",4,205,197,2,0,0,2,0
"Armitron Sport Men's 40/8284 Digital Chronograph Resin Strap Watch",2,66,65,2,100,0,2,0
"Armitron Sport Men's Black Digital with Red Metallic Accents Strap Watch",2,52,50,2,100,0,2,0
"Armitron Sport Women's 45/7030 Digital Chronograph Resin Strap Watch",3,111,104,2,0,0,2,0
"Armitron Sport Women's 45/7051 Digital Jelly Strap Watch",2,70,66,2,100,0,2,0
"Armitron Unisex Stainless Steel Accented Black Resin Strap Digital Chronograph Sport Watch",4,219,214,2,0,0,2,0
"Armitron Women's 75/2475MOP Swarovski Crystal Accented Two-Tone Bracelet Watch",3,80,77,2,0,0,2,0
"Armitron Women's Digital Chronograph Black Resin Strap Watch",3,84,82,2,0,0,2,0
"Audemars Piguet: Royal Oak Offshore Survivor, 26165IO.OO.A002CA.01",3,229,172,2,0,0,2,0
"BARTON Watch Bands - Choice of Color, Length & Width (18mm, 20mm, 22mm or 24mm) - Ballistic Nylon Straps",2,51,42,2,100,0,2,0
"Bling Jewelry Geneva Rose Gold Plated Classic Round CZ Ladies Watch",3,135,122,2,0,0,2,0
"Buben & Zorweg Ellipse Grand Revers Extreme 18k Gold Double Tourbillon Fine Timepiece",2,112,110,2,100,0,2,0
"Bulova Men's 96A108 Stainless Steel and Brown Leather Automatic Mechanical Watch",2,82,77,2,100,0,2,0
"Bulova Men's 96B158 Precisionist Leather Strap Watch",2,71,68,2,100,0,2,0
"Bulova Men's 97B100 Gold-Tone Stainless Steel Watch With Brown Leather Band",2,49,47,2,100,0,2,0
"Bulova Men's 98B130 Marine Star Blue Dial Bracelet Watch",2,45,43,2,100,0,2,0
"Bulova Men's Precisionist Blue Dial and Stainless Steel Watch",2,67,63,2,100,0,2,0
"Bulova Women's 96L116 Swarovski Crystal Stainless Steel Watch",3,99,92,2,0,0,2,0
"Bulova Women's 96R19 Diamond-Studded Chronograph Watch",2,59,57,2,100,0,2,0
"Bulova Women's 96T49 Bracelet White Dial Watch",2,50,47,2,100,0,2,0
"Bulova Women's 98R107 Diamond Accented Calendar Watch",3,74,71,2,0,0,2,0
"Carrie Hughes Ladies Retro Steampunk Glass Ball Transparent Skeleton Mechanical Pocket Watch with Chain CH199",2,45,44,2,100,0,2,0
"Casio Analog/Digital Combo 100 Meter Watch, AQ160W-1BV, Resin Strap, World Time, Stopwatch, Countdown Timer, 4 Alarms",2,182,175,2,100,0,2,0
"Casio AQS810W-1A2V Solar Ana-Digi Sports Wrist Watch",3,94,93,2,0,0,2,0
"Casio #DBC611G-1D Men's Gold Tone 25 Memory Calculator Databank Watch",4,151,127,2,0,0,2,0
"Casio - F105W1A (Size: men)",2,140,138,2,100,0,2,0
"Casio Genuine Replacement Strap for G Shock Watch Model - GW-530 GW-500",3,188,182,2,0,0,2,0
"Casio G-Shock Aviation Black Dial Red Resin Quartz Men's Watch GA1000-4B",2,55,54,2,100,0,2,0
"Casio G-Shock Big Case Digital-Analog GA100 Watch in Ice Gray (GA100LG-8A)",2,72,65,2,100,0,2,0
"Casio G-Shock GA-1000-8A Aviation Series Men's Luxury Watch - Grey / One Size",2,81,73,2,100,0,2,0
"Casio G-Shock Gravity Master Hybrid GPS Black/Blue GPW-1000-1A",4,200,183,2,0,0,2,0
"Casio G Shock Mudman Digital Dial Men's Watch - G9300-1 [Watch] Casio",2,109,104,2,100,0,2,0
"Casio GW500A-1V G-Shock Atomic Solar Watch",3,131,124,2,0,0,2,0
"Casio Men's AE1000W-1B",4,410,385,2,0,0,2,0
"Casio Men's AMW320R-1EV",3,124,113,2,0,0,2,0
"Casio Men's AQW101-1AV",3,129,119,2,0,0,2,0
"Casio Men's CA53W-1 Calculator Watch",3,704,681,2,0,0,2,0
"Casio Men's DW290-1V ""Classic"" Sport Watch",2,60,52,2,100,0,2,0
"Casio Men's EQS500DB-1A1 Edifice Tough Solar Stainless Steel Multi-Function Watch with Link Bracelet",5,228,207,2,0,0,2,0
"Casio Men's F201WA-1A Black Resin Digital Sport Watch",3,88,81,2,0,0,2,0
"Casio Men's FT500WVB-3BV",2,50,50,2,100,0,2,0
"Casio Men's G8900A-1CR G-Shock Black and Blue Resin Digital Sport Watch",4,215,198,2,0,0,2,0
"Casio Men's GA100-1A4 ""G-Shock"" Sport Watch",5,176,148,2,0,0,2,0
"Casio Men's GA-110TS-8A3CR G-Shock Grey Watch",2,61,56,2,100,0,2,0
"Casio Men's G-Shock Analog-Digital Watch GA-100C-8ACR, Grey/Neon Blue",2,89,84,2,100,0,2,0
"Casio Men's G-Shock Multi-Function Digital Watch",2,90,87,2,100,0,2,0
"Casio Men's GW2310FB-1CR G-Shock Shock Resistant Multifunction Watch",4,328,303,2,0,0,2,0
"Casio Men's GW300A-2V G-Shock Atomic Tough Solar Watch",2,45,44,2,100,0,2,0
"Casio Men's GW530A-1V G-Shock Atomic Tough Solar Watch",2,114,112,2,100,0,2,0
"Casio Men's GW5600J-1 G-Shock Atomic Tough Solar Watch",2,263,246,2,100,0,2,0
"Casio Men's GW700A-1V G-Shock Solar Atomic Watch",2,63,62,2,100,0,2,0
"Casio Men's GW-9400J-1JF G-Shock Digital G Rangeman Series Multiband 6, Black Watch",2,54,51,2,100,0,2,0
"Casio Men's MQ24-9B Classic Analog Watch",3,94,89,2,0,0,2,0
"Casio Men's MRW200H-1EV Dive Watch with Black Band",2,68,62,2,100,0,2,0
"Casio Men's MTG910DA-1V G-Shock MT-G Solar Atomic Watch",3,86,81,2,0,0,2,0
"Casio Men's PAG240-8 Pathfinder Triple Sensor Tough Solar Digital Watch",3,168,153,2,0,0,2,0
"Casio Men's PAG80-1V Pathfinder Altimeter/Barometer/ Digital Compass Solar Digital Watch",5,411,380,2,0,0,2,0
"Casio Men's PAS410B-5V Pathfinder Moon Phase Hunting Timer Watch",2,64,56,2,100,0,2,0
"Casio Men's Pathfinder Triple Sensor Altimeter/Barometer/Digital Compass Watch #PAG40-3V",4,217,204,2,0,0,2,0
"Casio Men's PRW-3500Y-4CR Atomic Black Digital with Red Resin Band, Watch",2,71,70,2,100,0,2,0
"Casio Men's SGW200-1V",5,258,232,2,0,0,2,0
"Casio Men's Solar Runner Tough Solar Multi-Function Runner Watch",3,169,160,2,0,0,2,0
"Casio Men's VA510DA-2AV Waveceptor Watch",2,197,197,2,100,0,2,0
"Casio Men's W71-1V Classic Digital Watch",2,104,101,2,100,0,2,0
"Casio Men's W89HB-5AV Illuminator Sport Watch",2,67,65,2,100,0,2,0
"Casio Men's WV200A-1AV",5,217,198,2,0,0,2,0
"Casio Men's WVA320DJ-1E Atomic Tough Solar Waveceptor Sports Watch",2,45,44,2,100,0,2,0
"Casio Men's WVA320J-1E Atomic Tough Solar Waveceptor Sports Watch",2,51,48,2,100,0,2,0
"Casio Men's WVA430DJ-1A Waveceptor Solar Atomic Ana-Digi Sport Watch",3,139,136,2,0,0,2,0
"Casio Men's WVA470J-1ACF Waveceptor Solar Atomic Ana-Digi Sport Watch",5,321,292,2,0,0,2,0
"CASIO PROTREK MULTI FIELD LINE 6 Solar PRW-3500-1JF Men's",2,53,52,2,100,0,2,0
"Casio Protrek Triple Sensor with 6 World Station PRW30001AJF Japan import",2,48,46,2,100,0,2,0
"Casio Thermometer Dual Stopwatches Combo Watch, EFA119BK-1AV, Alarm, 100 Meter, World Time, Countdown Timer, Analog/Digital Combination",2,119,112,2,100,0,2,0
"Casio travel Digital Alarm Clock pq10",3,164,160,2,0,0,2,0
"Casio Unisex MRW200H-2BV Neo-Display Black Watch with Resin Band",4,203,175,2,0,0,2,0
"Casio W213 Digital Multi-Function Sports Watch w/ 10 Year Battery Life",2,67,64,2,100,0,2,0
"Casio Women's BG169R-4 Baby-G Pink Whale Digital Sport Watch",4,176,159,2,0,0,2,0
"Casio Women's LA670WGA-1DF Daily Alarm Digital Gold-tone Watch",2,48,45,2,100,0,2,0
"Casio Women's LQ139B-1B Classic Round Analog Watch",4,150,141,2,0,0,2,0
"Casio Women's LRW200H-7E2VCF Dive Series Diver-Look White Watch",4,112,102,2,0,0,2,0
"Casio Women's LTP1237D-7A Analog Quartz Silver Watch",3,95,88,2,0,0,2,0
"Casio Women's LW200-7AV Digital Watch with White Resin Strap",4,164,151,2,0,0,2,0
"Casio Women's LWS200H-4ACF Solar Runners 120-Lap Grey and Pink Digital Sport Watch",3,88,84,2,0,0,2,0
"Casio Women's MQ24-7B3 Classic Watch",3,129,124,2,0,0,2,0
"Casio Women's STR300 Runner Eco Friendly Digital Watch",8,455,418,2,0,0,2,0
"Charles Hubert 3846 Two-Tone Mechanical Picture Frame Pocket Watch",2,47,46,2,100,0,2,0
"Charles-Hubert, Paris Mechanical Pocket Watch",3,84,80,2,0,0,2,0
"Chocolate Geneva Crystal Rhinestone Chronograph Watch with Metal Link Band",3,171,160,2,0,0,2,0
"Chopard Women's 277480-1001 Happy Sport Diamond Gold Watch",2,97,62,2,100,0,2,0
"Citizen BL8000-54L",2,353,342,2,100,0,2,0
"Citizen Drive from Citizen Eco-Drive Men's AW1150-07E Watch",2,86,85,2,100,0,2,0
"Citizen Eco-Drive Men's AU1040-08E Stainless Steel Watch",2,71,67,2,100,0,2,0
"Citizen Eco-Drive Men's Black Ion Plated Axiom Watch",2,62,56,2,100,0,2,0
"Citizen Eco-Drive Men's BM7190-05A Eco-Drive Stainless Steel Watch",2,91,87,2,100,0,2,0
"Citizen Eco-Drive Men's BN0151-09L Promaster Diver Watch With Blue PU Band",2,121,115,2,100,0,2,0
"Citizen Eco Drive Perpetual Chronograph A-T Quartz Black Dial Mens Watch - #AT9010-52E",2,57,54,2,100,0,2,0
"CITIZEN ECO-DRIVE Women's EW1822-52D Regent Gold-Tone Diamond-Accented Watch",2,46,45,2,100,0,2,0
"Citizen Eco-Drive Women's Stainless Steel Eco-Drive Watch with Expansion Band (Model: EW3154-90A)",3,98,93,2,0,0,2,0
"Citizen Men's 38mm Eco-Drive Titanium Bracelet Watch",3,111,101,2,0,0,2,0
"Citizen Men's AR3015-53E Eco-Drive Stiletto Black Dress Watch",3,180,167,2,0,0,2,0
"Citizen Men's AT8010-58E Stainless Steel Eco-Drive Dress Watch",2,64,59,2,100,0,2,0
"Citizen Men's AT8020-03L Blue Angels World A-T Eco-Drive Watch",6,430,396,2,0,0,2,0
"Citizen Men's AT9013-03H Rose Gold-Tone Stainless Steel Eco-Drive Watch",2,64,61,2,100,0,2,0
"Citizen Men's AV0021-52H Eco-Drive Titanium Calibre 2100 Watch",3,140,133,2,0,0,2,0
"Citizen Men's AV3006-50H The Signature Collection Eco-Drive Moon Phase Flyback Chronograph Watch",2,61,56,2,100,0,2,0
"Citizen Men's BJ2115-07E Eco-Drive Depth Meter Chronograph Imperial Rubber Dive Watch",3,104,92,2,0,0,2,0
"Citizen Men's BM6555-54E Eco-Drive Black Ion-Plated Stainless Steel Watch",2,47,45,2,100,0,2,0
"Citizen Men's BM7120-01E Titanium Golf Eco Drive Watch",2,93,81,2,100,0,2,0
"Citizen Men's BM8120-56E Eco-Drive Corso Titanium Watch",2,56,56,2,100,0,2,0
"Citizen Men's BM8224-51E Eco-Drive Two-Tone Stainless Steel Watch",2,52,52,2,100,0,2,0
"Citizen Men's BM8475-00E Eco Drive Canvas Strap Watch",2,61,60,2,100,0,2,0
"Citizen Men's BM8475-00X Eco-Drive Military Black Plated Steel Canvas Strap Watch",3,149,139,2,0,0,2,0
"Citizen Men's JR3155-03E Eco-Drive Black Skyhawk Watch",3,99,93,2,0,0,2,0
"Citizen Men's JY0040-59L Blue Angels Skyhawk A-T Stainless Steel Eco-Drive Watch",4,154,139,2,0,0,2,0
"Citizen Skyhawk JY0000-53E",2,280,266,2,100,0,2,0
"Citizen Women's EK3682-97P Bracelet Watch",2,49,48,2,100,0,2,0
"Citizen Women's EP6000-07H Eco-Drive Professional Diver Black Rubber Strap Watch",2,66,58,2,100,0,2,0
"Citizen Women's EW0894-57D Eco-Drive Riva Diamond-Accented Watch",3,141,139,2,0,0,2,0
"Citizen Women's EW1568-04A Eco-Drive Stainless Steel Watch with Black Genuine Leather Band",2,105,105,2,100,0,2,0
"Citizen Women's EW3030-50A Eco-Drive Corso Stainless Steel Watch",3,191,183,2,0,0,2,0
"Citizen Women's EW3140-51E Eco-Drive Stainless Steel Sport Watch",3,85,82,2,0,0,2,0
"Citizen Women's FC0000-59D ""World Time A-T"" Stainless Steel Eco-Drive Watch",2,80,76,2,100,0,2,0
"Corum Men's 11370094/0001 Golden Bridge Transparent Dial Watch",2,101,64,2,100,0,2,0
"Court Table Key Pocket Watch Necklace Wall Chart Pendant Bronze",3,100,93,2,0,0,2,0
"Dakota Watch Company Mini Clip Microlight Watch",4,139,130,2,0,0,2,0
